"","CPU.usage..MHZ.","Memory.usage..KB.","Disk.write.throughput..KB.s.","Network.received.throughput..KB.s.","Network.transmitted.throughput..KB.s."
"5586",2527,731906,10,23,28
"5587",2531,553229,9,1,8
"5588",2516,413139,11,20,16
"5589",2549,393845,9,37,45
"5590",2582,961334,13,237,39
"5591",2551,1224317,11,18,55
"5592",2555,1229770,10,16,18
"5593",2521,813276,9,11,35
"5594",2515,499961,11,0,0
"5595",2525,474795,9,26,48
"5596",2538,1067450,11,27,28
"5597",2524,695835,12,13,38
"5598",2553,776785,490,507,15
"5599",1843,1461715,1482,14,41
"5600",154,1526307,11,1,9
"5601",162,704224,10,11,37
"5602",318,734842,14,20,15
"5603",763,922327,1026,25,77
"5604",350,1593416,14,98,26
"5605",398,947493,13,95,101
"5606",179,846830,14,6,16
"5607",238,981048,14,38,20
"5608",150,813276,27,34,22
"5609",133,519674,12,11,35
"5610",133,625790,12,27,16
"5611",129,337641,12,11,35
"5612",127,477731,12,4,2
"5613",119,200907,11,1,17
"5614",169,474795,14,19,15
"5615",166,715129,12,7,9
"5616",179,676122,12,7,7
"5617",307,757072,15,65,58
"5618",223,986500,15,157,42
"5619",134,843894,11,11,35
"5620",116,511286,13,1,0
"5621",134,298634,18,34,45
"5622",117,491572,12,40,20
"5623",115,214748,11,1,0
"5624",114,223137,12,1,0
"5625",113,209296,11,0,0
"5626",122,189583,12,1,0
"5627",132,284793,15,1,9
"5628",119,586783,21,1,4
"5629",184,617402,16,21,32
"5630",124,765460,20,1,0
"5631",126,332189,11,11,35
"5632",119,452565,13,1,0
"5633",117,301570,11,1,8
"5634",113,200907,11,0,0
"5635",128,217684,12,11,35
"5636",114,326736,12,1,0
"5637",113,175741,11,0,13
"5638",115,200907,13,1,0
"5639",155,522191,13,20,44
"5640",120,692899,12,0,0
"5641",123,360291,12,11,35
"5642",134,379585,15,94,13
"5643",113,586783,10,0,0
"5644",114,217684,13,1,0
"5645",125,200907,11,11,35
"5646",168,522191,12,108,23
"5647",228,994889,13,27,73
"5648",116,830053,12,1,8
"5649",116,360291,11,2,6
"5650",121,290246,13,1,5
"5651",207,927780,12,19,46
"5652",111,1011666,11,0,0
"5653",233,723517,13,34,42
"5654",195,911003,14,43,33
"5655",155,902614,12,14,23
"5656",181,838441,14,18,31
"5657",129,788110,11,11,35
"5658",112,541904,11,0,0
"5659",143,491572,13,22,46
"5660",116,673186,11,1,0
"5661",113,301570,13,0,1
"5662",117,217684,12,1,0
"5663",157,382521,12,13,43
"5664",133,863607,12,10,16
"5665",114,469343,11,1,1
"5666",118,268016,12,1,13
"5667",120,293182,11,11,35
"5668",117,377068,12,1,2
"5669",193,871996,15,79,59
"5670",183,947493,13,17,29
"5671",174,975176,14,112,37
"5672",126,715129,12,7,9
"5673",177,981048,12,22,35
"5674",115,916455,13,1,5
"5675",128,419011,11,1,5
"5676",114,477731,12,0,4
"5677",128,435788,12,6,11
"5678",152,852283,14,100,21
"5679",113,650956,10,0,0
"5680",125,432852,14,1,5
"5681",126,323800,11,11,37
"5682",113,371196,12,0,0
"5683",117,203424,11,1,0
"5684",124,228590,12,16,20
"5685",121,368679,11,8,8
"5686",124,477731,15,10,10
"5687",134,387973,11,11,35
"5688",112,603560,11,0,0
"5689",122,270533,12,11,35
"5690",110,404750,12,1,0
"5691",111,192519,10,0,0
"5692",113,156028,13,1,0
"5693",113,169869,10,1,0
"5694",112,167353,11,0,0
"5695",122,217684,12,15,37
"5696",125,687446,12,12,12
"5697",120,293182,11,11,35
"5698",113,368679,12,1,0
"5699",121,139251,10,1,0
"5700",112,502897,11,0,0
"5701",115,167353,12,1,0
"5702",124,343513,13,77,29
"5703",113,318348,10,0,0
"5704",114,150576,12,1,8
"5705",113,186647,11,1,0
"5706",112,209296,11,0,0
"5707",123,158964,12,11,35
"5708",113,357355,11,1,0
"5709",113,209296,11,0,0
"5710",115,268016,12,1,0
"5711",136,248303,11,11,35
"5712",112,681574,11,1,4
"5713",114,251239,11,1,0
"5714",119,295698,14,1,1
"5715",119,248303,11,11,35
"5716",113,505414,12,1,0
"5717",115,192519,10,1,1
"5718",113,214748,11,0,0
"5719",115,184130,11,1,0
"5720",117,105696,11,1,0
"5721",115,139251,10,0,0
"5722",114,91855,12,1,0
"5723",132,253755,11,11,35
"5724",112,653892,12,0,0
"5725",123,211812,12,11,35
"5726",114,351902,13,1,0
"5727",121,172805,10,11,35
"5728",117,385457,13,1,0
"5729",122,256691,12,11,36
"5730",113,620338,11,0,0
"5731",121,242850,12,11,35
"5732",118,452565,12,1,6
"5733",145,488636,11,89,70
"5734",114,670669,13,1,0
"5735",123,259627,11,1,0
"5736",112,561617,11,0,0
"5737",122,256691,12,11,35
"5738",118,318348,13,19,6
"5739",111,228590,10,0,0
"5740",114,175741,12,1,0
"5741",113,127926,11,1,0
"5742",122,142187,11,21,6
"5743",196,843894,13,78,74
"5744",148,981048,13,12,19
"5745",190,737778,12,118,20
"5746",128,1022991,13,27,13
"5747",114,519674,11,1,1
"5748",123,628726,11,0,0
"5749",124,273469,12,11,35
"5750",112,502897,12,1,4
"5751",111,209296,10,0,0
"5752",113,184130,12,1,0
"5753",112,91855,11,1,0
"5754",114,142187,12,0,0
"5755",114,195035,11,1,0
"5756",113,223137,12,1,0
"5757",114,259627,10,0,0
"5758",117,161481,12,1,0
"5759",118,102760,11,1,0
"5760",126,538968,13,0,0
"5761",121,220201,12,1,1
"5762",107,220201,12,1,1
"5763",105,150576,11,0,0
"5764",108,197971,12,1,0
"5765",129,127926,11,11,35
"5766",112,390909,11,0,0
"5767",123,226073,11,11,35
"5768",112,379585,12,1,0
"5769",113,161481,11,0,0
"5770",115,111149,12,1,5
"5771",183,223137,15,36,1574
"5772",157,1204604,68,9,793
"5773",123,444177,12,11,35
"5774",124,508350,13,157,8
"5775",111,236978,10,0,0
"5776",114,119538,12,1,0
"5777",112,209296,11,1,1
"5778",99,125410,11,0,0
"5779",99,136315,11,1,0
"5780",97,169869,11,1,0
"5781",106,167353,10,11,35
"5782",110,351902,12,1,0
"5783",110,192519,10,1,0
"5784",114,502897,12,0,0
"5785",113,242850,11,11,35
"5786",114,360291,12,1,1
"5787",120,200907,10,11,35
"5788",114,329253,12,1,0
"5789",120,220201,11,11,35
"5790",112,427400,11,0,0
"5791",115,184130,11,1,0
"5792",116,133798,11,1,0
"5793",119,100244,10,11,35
"5794",115,360291,12,1,0
"5795",127,211812,11,11,35
"5796",106,561617,12,0,0
"5797",117,226073,11,1,0
"5798",113,142187,12,1,0
"5799",112,122474,10,0,0
"5800",114,175741,13,1,0
"5801",120,153092,11,11,35
"5802",112,399298,11,0,0
"5803",133,290246,12,15,42
"5804",114,555745,11,1,0
"5805",113,223137,11,0,0
"5806",114,156028,12,1,0
"5807",119,175741,10,11,35
"5808",118,687446,11,0,0
"5809",123,301570,12,11,35
"5810",132,385457,44,3,4
"5811",149,620338,10,5,6
"5812",114,298634,12,1,0
"5813",121,189583,11,11,35
"5814",114,477731,11,0,0
"5815",121,231526,12,11,35
"5816",116,298634,11,1,1
"5817",113,203424,10,0,0
"5818",114,142187,12,1,0
"5819",121,156028,10,11,35
"5820",120,721001,12,0,0
"5821",122,351902,11,11,35
"5822",119,561617,15,1,0
"5823",121,228590,10,11,35
"5824",115,402234,12,1,0
"5825",121,184130,11,11,35
"5826",116,410622,11,0,0
"5827",120,142187,11,11,35
"5828",114,259627,11,1,0
"5829",120,226073,11,11,35
"5830",114,385457,12,1,0
"5831",114,217684,10,1,1
"5832",120,413139,11,0,0
"5833",115,169869,11,1,2
"5834",114,88919,12,1,0
"5835",113,136315,10,0,0
"5836",114,114085,12,1,0
"5837",122,150576,10,11,35
"5838",113,332189,11,0,0
"5839",123,184130,12,11,35
"5840",114,362807,11,1,0
"5841",113,156028,10,0,0
"5842",115,117021,12,1,0
"5843",121,189583,11,11,35
"5844",119,558681,11,0,0
"5845",115,251239,11,1,0
"5846",113,203424,12,1,0
"5847",118,178258,10,11,35
"5848",116,407686,12,1,0
"5849",114,197971,11,1,0
"5850",110,167353,11,0,0
"5851",119,197971,11,11,35
"5852",112,435788,11,1,0
"5853",119,172805,10,11,35
"5854",151,676122,929,499,10
"5855",117,555745,58,1,1
"5856",1046,1579156,1995,28,82
"5857",145,1514983,13,1,4
"5858",237,813276,15,27,51
"5859",117,519674,11,0,0
"5860",132,253755,14,1,1
"5861",161,340577,13,1,6
"5862",120,396362,13,0,0
"5863",138,335125,13,1,16
"5864",448,972659,15,37,35
"5865",176,933233,12,17,16
"5866",120,463471,14,1,0
"5867",118,223137,11,1,2
"5868",182,639631,14,25,23
"5869",116,583847,14,1,0
"5870",119,315412,14,1,5
"5871",177,748683,13,18,26
"5872",141,771332,14,11,36
"5873",160,486120,12,31,10
"5874",352,863607,17,71,90
"5875",141,939105,14,63,65
"5876",166,810340,14,22,26
"5877",141,754555,11,4,4
"5878",142,704224,13,11,11
"5879",205,955882,14,162,88
"5880",168,981048,15,24,57
"5881",159,746167,12,26,5
"5882",174,997825,14,59,42
"5883",191,810340,12,31,34
"5884",139,1031379,13,6,7
"5885",127,471859,11,7,8
"5886",125,455082,12,11,35
"5887",150,771332,13,100,20
"5888",185,913939,14,31,55
"5889",113,748683,11,0,0
"5890",169,611949,14,25,16
"5891",164,1182374,11,1,3
"5892",130,614466,12,1,12
"5893",118,583847,12,1,4
"5894",125,407686,12,11,35
"5895",113,404750,10,0,0
"5896",113,178258,13,1,0
"5897",133,262144,12,8,15
"5898",116,583847,11,1,4
"5899",115,253755,12,1,0
"5900",125,354419,12,11,37
"5901",112,564134,10,0,0
"5902",136,320864,13,11,25
"5903",127,488636,11,7,9
"5904",152,387973,12,13,9
"5905",123,580911,104,119,9
"5906",113,256691,12,1,0
"5907",113,242850,10,0,0
"5908",113,156028,12,1,0
"5909",114,119538,11,1,5
"5910",113,119538,11,0,0
"5911",114,153092,11,1,0
"5912",113,226073,12,1,5
"5913",111,167353,10,0,0
"5914",125,259627,13,11,35
"5915",114,452565,11,1,0
"5916",151,441241,13,56,13
"5917",114,712612,11,1,4
"5918",111,234462,12,1,0
"5919",146,298634,11,56,13
"5920",113,513802,12,1,0
"5921",113,175741,11,1,0
"5922",123,164417,12,1,1
"5923",153,449629,12,97,18
"5924",113,835505,12,1,0
"5925",152,544840,13,19,12
"5926",172,695835,14,65,24
"5927",186,1028443,16,93,36
"5928",165,1050673,14,47,50
"5929",137,911003,20,22,13
"5930",122,538968,13,11,35
"5931",113,553229,10,0,4
"5932",113,268016,13,1,0
"5933",114,192519,10,1,0
"5934",121,217684,11,11,35
"5935",114,393845,12,4,10
"5936",145,357355,68,116,33
"5937",120,603560,11,14,5
"5938",135,404750,13,47,51
"5939",112,595172,11,1,0
"5940",140,346030,12,23,44
"5941",115,622854,11,1,8
"5942",113,259627,13,1,0
"5943",112,217684,10,0,0
"5944",116,161481,12,1,0
"5945",113,133798,11,1,0
"5946",115,197971,12,0,0
"5947",114,217684,11,1,0
"5948",121,270533,12,11,35
"5949",123,452565,12,4,7
"5950",114,444177,12,1,0
"5951",113,226073,10,1,0
"5952",134,371196,12,11,37
"5953",115,737778,11,1,3
"5954",121,379585,13,11,40
"5955",115,533515,11,0,1
"5956",122,377068,13,11,35
"5957",113,385457,10,1,0
"5958",116,259627,11,1,4
"5959",128,307023,12,6,9
"5960",111,499961,12,1,1
"5961",112,245367,10,0,0
"5962",120,281857,13,11,35
"5963",113,346030,10,1,0
"5964",137,335125,12,14,41
"5965",116,617402,11,1,1
"5966",107,270533,12,1,1
"5967",111,156028,10,0,2
"5968",113,164417,12,1,1
"5969",114,130862,11,1,0
"5970",115,102760,11,0,0
"5971",123,256691,12,5,10
"5972",153,838441,13,88,115
"5973",130,765460,11,7,9
"5974",120,536451,13,4,5
"5975",131,595172,11,5,14
"5976",140,494508,13,5,15
"5977",127,796498,12,6,9
"5978",114,419011,12,1,1
"5979",112,133798,10,0,0
"5980",114,175741,12,1,0
"5981",115,158964,11,1,8
"5982",120,486120,12,11,35
"5983",114,402234,12,1,1
"5984",112,262144,12,1,0
"5985",111,192519,10,0,0
"5986",125,253755,13,11,36
"5987",112,368679,10,1,0
"5988",128,287310,12,11,35
"5989",112,586783,12,1,0
"5990",119,262144,12,11,35
"5991",113,326736,10,0,0
"5992",112,164417,13,1,0
"5993",114,122474,11,1,0
"5994",123,239914,12,11,35
"5995",115,357355,11,1,0
"5996",122,273469,12,11,35
"5997",115,432852,11,0,0
"5998",113,206360,12,1,0
"5999",112,122474,11,1,0
"6000",127,326736,12,11,39
